"Make"	"Model"	"Description"	"AorM"	"Transmission"	"Engine Capacity"	"Fuel Type"	" Imperial Urban (Cold) "	" Imperial Extra-Urban "	" Imperial Combined "	" CO2 g/km "	" Fuel Cost 12000 Miles "	" Tax band "	" Standard 12 months "	" Standard 6 Months "
"MERCEDES-BENZ"	"C-Class Saloon Model Year 2012"	"C 63 AMG with 18 inch & 19 inch rear wheels"	"Automatic"	"A7"	6208	"Petrol"	" 15.50 "	" 33.60 "	" 23.50 "	" 280.00 "	" £3,226.69 "	" M "	" £475.00 "	" £261.25 "
"MERCEDES-BENZ"	"CL Class Model Year 2012"	"CL 500 with 19 inch rear wheels"	"Automatic"	"A7"	4663	"Petrol"	" 20.80 "	" 38.70 "	" 29.40 "	" 227.00 "	" £2,579.16 "	" L "	" £460.00 "	" £253.00 "
"MERCEDES-BENZ"	"CL Class Model Year 2012"	"CL 500 with 20 inch rear wheels"	"Automatic"	"A7"	4663	"Petrol"	" 20.30 "	" 37.20 "	" 28.50 "	" 232.00 "	" £2,660.61 "	" L "	" £460.00 "	" £253.00 "
"MERCEDES-BENZ"	"CL Class Model Year 2012"	"CL 63 AMG with 19 inch & 20 inch rear wheels"	"Automatic"	"A7"	5461	"Petrol"	" 19.60 "	" 34.40 "	" 26.90 "	" 244.00 "	" £2,818.86 "	" L "	" £460.00 "	" £253.00 "
"MERCEDES-BENZ"	"CL Class Model Year 2012"	"CL 65 AMG with 20 inch rear wheels"	"Automatic"	"A5"	5980	"Petrol"	" 13.00 "	" 28.50 "	" 19.80 "	" 334.00 "	" £3,829.66 "	" M "	" £475.00 "	" £261.25 "
"MERCEDES-BENZ"	"CLS-Class Model Year 2012"	"CLS 250 CDI with 18 inch rear wheels ECO Start/Stop"	"Automatic"	"A7"	2143	"Diesel"	" 44.10 "	" 64.20 "	" 54.30 "	" 135.00 "	" £1,476.82 "	" E "	" £120.00 "	" £66.00 "
"MERCEDES-BENZ"	"CLS-Class Model Year 2012"	"CLS 250 CDI with 19 inch rear wheels ECO Start/Stop"	"Automatic"	"A7"	2143	"Diesel"	" 43.50 "	" 62.80 "	" 53.30 "	" 138.00 "	" £1,504.53 "	" E "	" £120.00 "	" £66.00 "
"MERCEDES-BENZ"	"CLS-Class Model Year 2012"	"CLS 350 CDI with 18 inch rear wheels "	"Automatic"	"A7"	2987	"Diesel"	" 36.20 "	" 55.40 "	" 46.30 "	" 160.00 "	" £1,732.00 "	" G "	" £170.00 "	" £93.50 "
"MERCEDES-BENZ"	"CLS-Class Model Year 2012"	"CLS 350 CDI with 19 inch rear wheels"	"Automatic"	"A7"	2987	"Diesel"	" 36.20 "	" 55.40 "	" 46.30 "	" 160.00 "	" £1,732.00 "	" G "	" £170.00 "	" £93.50 "
"MERCEDES-BENZ"	"CLS-Class Model Year 2012"	"CLS 350 with 18 inch rear wheels ECO Start/Stop"	"Automatic"	"A7"	3498	"Petrol"	" 30.70 "	" 51.40 "	" 40.90 "	" 161.00 "	" £1,853.97 "	" G "	" £170.00 "	" £93.50 "
"MERCEDES-BENZ"	"CLS-Class Model Year 2012"	"CLS 350 with 19 inch rear wheels ECO Start/Stop"	"Automatic"	"A7"	3498	"Petrol"	" 29.70 "	" 50.40 "	" 40.40 "	" 164.00 "	" £1,876.91 "	" G "	" £170.00 "	" £93.50 "
"MERCEDES-BENZ"	"CLS-Class Model Year 2012"	"CLS 500 with 18 inch rear wheels"	"Automatic"	"A7"	4663	"Petrol"	" 22.60 "	" 40.90 "	" 31.40 "	" 209.00 "	" £2,414.88 "	" K "	" £270.00 "	" £148.50 "
"MERCEDES-BENZ"	"CLS-Class Model Year 2012"	"CLS 500 with 19 inch rear wheels"	"Automatic"	"A7"	4663	"Petrol"	" 22.60 "	" 40.90 "	" 31.40 "	" 209.00 "	" £2,414.88 "	" K "	" £270.00 "	" £148.50 "
"MERCEDES-BENZ"	"CLS-Class Model Year 2012"	"CLS 63 AMG with 18 inch rear wheels"	"Automatic"	"A7"	5461	"Petrol"	" 20.30 "	" 37.20 "	" 28.50 "	" 231.00 "	" £2,660.61 "	" L "	" £460.00 "	" £253.00 "
"MERCEDES-BENZ"	"CLS-Class Model Year 2012"	"CLS 63 AMG with 19 inch rear wheels"	"Automatic"	"A7"	5461	"Petrol"	" 20.30 "	" 37.20 "	" 28.50 "	" 231.00 "	" £2,660.61 "	" L "	" £460.00 "	" £253.00 "
"MERCEDES-BENZ"	"E-Class Cabriolet Model Year 2012"	"E 200 with 17 inch rear wheels ECO Start/Stop"	"Automatic"	"A7"	1796	"Petrol"	" 32.10 "	" 51.40 "	" 42.20 "	" 157.00 "	" £1,796.85 "	" G "	" £170.00 "	" £93.50 "
"MERCEDES-BENZ"	"E-Class Cabriolet Model Year 2012"	"E 200 with 18 inch & 19 inch rear wheels ECO Start/Stop"	"Automatic"	"A7"	1796	"Petrol"	" 31.40 "	" 48.70 "	" 40.40 "	" 164.00 "	" £1,876.91 "	" G "	" £170.00 "	" £93.50 "
"MERCEDES-BENZ"	"E-Class Cabriolet Model Year 2012"	"E 200 with 18 inch & 19 inch rear wheels ECO Start/Stop"	"Manual"	"M6"	1796	"Petrol"	" 28.00 "	" 47.10 "	" 38.20 "	" 173.00 "	" £1,985.01 "	" H "	" £195.00 "	" £107.25 "
"MERCEDES-BENZ"	"E-Class Cabriolet Model Year 2012"	"E 220 CDI with 17 inch rear wheels ECO Start/Stop"	"Manual"	"M6"	2143	"Diesel"	" 44.10 "	" 64.20 "	" 55.40 "	" 135.00 "	" £1,447.50 "	" E "	" £120.00 "	" £66.00 "
"MERCEDES-BENZ"	"E-Class Cabriolet Model Year 2012"	"E 220 CDI with 17 inch rear wheels ECO Start/Stop"	"Automatic"	"A7"	2143	"Diesel"	" 42.80 "	" 62.80 "	" 53.30 "	" 138.00 "	" £1,504.53 "	" E "	" £120.00 "	" £66.00 "
"MERCEDES-BENZ"	"E-Class Cabriolet Model Year 2012"	"E 220 CDI with 18 inch & 19 inch  rear wheels ECO Start/Stop"	"Manual"	"M6"	2143	"Diesel"	" 42.20 "	" 60.10 "	" 52.30 "	" 142.00 "	" £1,533.30 "	" F "	" £135.00 "	" £74.25 "
"MERCEDES-BENZ"	"E-Class Cabriolet Model Year 2012"	"E 220 CDI with 18 inch & 19 inch rear wheels ECO Start/Stop"	"Automatic"	"A7"	2143	"Diesel"	" 42.20 "	" 61.40 "	" 52.30 "	" 142.00 "	" £1,533.30 "	" F "	" £135.00 "	" £74.25 "
"MERCEDES-BENZ"	"E-Class Cabriolet Model Year 2012"	"E 250 CDI with 17 inch rear wheels 235/45 Tyres ECO Start/Stop"	"Automatic"	"A7"	2143	"Diesel"	" 42.80 "	" 62.80 "	" 53.30 "	" 138.00 "	" £1,504.53 "	" E "	" £120.00 "	" £66.00 "
"MERCEDES-BENZ"	"E-Class Cabriolet Model Year 2012"	"E 250 CDI with 17 inch rear wheels 255/40 Tyres ECO Start/Stop"	"Automatic"	"A7"	2143	"Diesel"	" 42.20 "	" 61.40 "	" 52.30 "	" 141.00 "	" £1,533.30 "	" F "	" £135.00 "	" £74.25 "
"MERCEDES-BENZ"	"E-Class Cabriolet Model Year 2012"	"E 250 CDI with 17 inch rear wheels ECO Start/Stop"	"Manual"	"M6"	2143	"Diesel"	" 44.10 "	" 64.20 "	" 55.40 "	" 135.00 "	" £1,447.50 "	" E "	" £120.00 "	" £66.00 "
"MERCEDES-BENZ"	"E-Class Cabriolet Model Year 2012"	"E 250 CDI with 18 inch & 19 inch rear wheels ECO Start/Stop"	"Automatic"	"A7"	2143	"Diesel"	" 42.20 "	" 61.40 "	" 52.30 "	" 142.00 "	" £1,533.30 "	" F "	" £135.00 "	" £74.25 "
"MERCEDES-BENZ"	"E-Class Cabriolet Model Year 2012"	"E 250 CDI with 18 inch & 19 inch rear wheels ECO Start/Stop"	"Manual"	"M6"	2143	"Diesel"	" 42.20 "	" 60.10 "	" 52.30 "	" 142.00 "	" £1,533.30 "	" F "	" £135.00 "	" £74.25 "
"MERCEDES-BENZ"	"E-Class Cabriolet Model Year 2012"	"E 250 with 17 inch rear wheels ECO Start/Stop"	"Automatic"	"A7"	1796	"Petrol"	" 32.10 "	" 51.40 "	" 42.20 "	" 157.00 "	" £1,796.85 "	" G "	" £170.00 "	" £93.50 "
"MERCEDES-BENZ"	"E-Class Cabriolet Model Year 2012"	"E 250 with 18 inch & 19 inch rear wheels ECO Start/Stop"	"Automatic"	"A7"	1796	"Petrol"	" 31.40 "	" 48.70 "	" 40.40 "	" 164.00 "	" £1,876.91 "	" G "	" £170.00 "	" £93.50 "
"MERCEDES-BENZ"	"E-Class Cabriolet Model Year 2012"	"E 350 CDI with 17 inch rear wheels"	"Automatic"	"A7"	2987	"Diesel"	" 38.70 "	" 53.30 "	" 47.10 "	" 159.00 "	" £1,702.58 "	" G "	" £170.00 "	" £93.50 "
"MERCEDES-BENZ"	"E-Class Cabriolet Model Year 2012"	"E 350 CDI with 18 inch & 19 inch rear wheels"	"Automatic"	"A7"	2987	"Diesel"	" 37.20 "	" 52.30 "	" 45.60 "	" 162.00 "	" £1,758.58 "	" G "	" £170.00 "	" £93.50 "
"MERCEDES-BENZ"	"E-Class Cabriolet Model Year 2012"	"E 350 with 17 inch rear wheels ECO Start/Stop"	"Automatic"	"A7"	3498	"Petrol"	" 28.20 "	" 50.40 "	" 39.20 "	" 168.00 "	" £1,934.37 "	" H "	" £195.00 "	" £107.25 "
"MERCEDES-BENZ"	"E-Class Cabriolet Model Year 2012"	"E 350 with 18 inch & 19 inch rear wheels ECO Start/Stop"	"Automatic"	"A7"	3498	"Petrol"	" 27.70 "	" 47.90 "	" 37.70 "	" 175.00 "	" £2,011.33 "	" H "	" £195.00 "	" £107.25 "
"MERCEDES-BENZ"	"E-Class Cabriolet Model Year 2012"	"E 500 with 18 inch & 19 inch rear wheels"	"Automatic"	"A7"	5461	"Petrol"	" 17.80 "	" 34.40 "	" 25.70 "	" 257.00 "	" £2,950.48 "	" M "	" £475.00 "	" £261.25 "
"MERCEDES-BENZ"	"E-Class Coupé Model Year 2012"	"E 200 CGI with 17 inch rear wheels ECO Start/Stop"	"Manual"	"M6"	1796	"Petrol"	" 29.10 "	" 50.40 "	" 39.80 "	" 164.00 "	" £1,905.21 "	" G "	" £170.00 "	" £93.50 "
"MERCEDES-BENZ"	"E-Class Coupé Model Year 2012"	"E 200 CGI with 18 inch & 19 inch rear wheels ECO Start/Stop"	"Manual"	"M6"	1796	"Petrol"	" 29.10 "	" 48.70 "	" 39.20 "	" 167.00 "	" £1,934.37 "	" H "	" £195.00 "	" £107.25 "
"MERCEDES-BENZ"	"E-Class Coupé Model Year 2012"	"E 200 with 17 inch rear wheels ECO Start/Stop"	"Automatic"	"A7"	1796	"Petrol"	" 31.70 "	" 51.40 "	" 42.20 "	" 156.00 "	" £1,796.85 "	" G "	" £170.00 "	" £93.50 "
"MERCEDES-BENZ"	"E-Class Coupé Model Year 2012"	"E 200 with 18 inch & 19 inch rear wheels ECO Start/Stop"	"Automatic"	"A7"	1796	"Petrol"	" 31.00 "	" 49.60 "	" 40.90 "	" 161.00 "	" £1,853.97 "	" G "	" £170.00 "	" £93.50 "
"MERCEDES-BENZ"	"E-Class Coupé Model Year 2012"	"E 220 CDI with 17 inch rear wheels ECO Start Stop"	"Automatic"	"A7"	2143	"Diesel"	" 43.50 "	" 65.70 "	" 55.40 "	" 134.00 "	" £1,447.50 "	" E "	" £120.00 "	" £66.00 "
"MERCEDES-BENZ"	"E-Class Coupé Model Year 2012"	"E 220 CDI with 17 inch rear wheels ECO Start/Stop"	"Manual"	"M6"	2143	"Diesel"	" 47.10 "	" 67.30 "	" 57.60 "	" 128.00 "	" £1,392.21 "	" D "	" £100.00 "	" £55.00 "
"MERCEDES-BENZ"	"E-Class Coupé Model Year 2012"	"E 220 CDI with 18 inch & 19 inch  rear wheels ECO Start Stop"	"Automatic"	"A7"	2143	"Diesel"	" 42.80 "	" 62.80 "	" 53.30 "	" 138.00 "	" £1,504.53 "	" E "	" £120.00 "	" £66.00 "
"MERCEDES-BENZ"	"E-Class Coupé Model Year 2012"	"E 220 CDI with 18 inch & 19 inch rear wheels ECO Start/Stop"	"Manual"	"M6"	2143	"Diesel"	" 46.30 "	" 64.20 "	" 56.50 "	" 131.00 "	" £1,419.32 "	" E "	" £120.00 "	" £66.00 "
"MERCEDES-BENZ"	"E-Class Coupé Model Year 2012"	"E 250 CDI with 17 inch rear wheels ECO Start/Stop"	"Automatic"	"A7"	2143	"Diesel"	" 43.50 "	" 65.70 "	" 55.40 "	" 134.00 "	" £1,447.50 "	" E "	" £120.00 "	" £66.00 "
"MERCEDES-BENZ"	"E-Class Coupé Model Year 2012"	"E 250 CDI with 17 inch rear wheels ECO Start/Stop"	"Manual"	"M6"	2143	"Diesel"	" 43.50 "	" 67.30 "	" 55.40 "	" 134.00 "	" £1,447.50 "	" E "	" £120.00 "	" £66.00 "
"MERCEDES-BENZ"	"E-Class Coupé Model Year 2012"	"E 250 CDI with 18 inch & 19 inch rear wheels ECO Start/Stop"	"Automatic"	"A7"	2143	"Diesel"	" 42.80 "	" 62.80 "	" 53.30 "	" 138.00 "	" £1,504.53 "	" E "	" £120.00 "	" £66.00 "
"MERCEDES-BENZ"	"E-Class Coupé Model Year 2012"	"E 250 CDI with 18 inch & 19 inch rear wheels ECO Start/Stop"	"Manual"	"M6"	2143	"Diesel"	" 42.20 "	" 64.20 "	" 53.30 "	" 138.00 "	" £1,504.53 "	" E "	" £120.00 "	" £66.00 "
"MERCEDES-BENZ"	"E-Class Coupé Model Year 2012"	"E 250 with 17 inch rear wheels ECO Start/Stop"	"Automatic"	"A7"	1796	"Petrol"	" 31.70 "	" 51.40 "	" 42.20 "	" 156.00 "	" £1,796.85 "	" G "	" £170.00 "	" £93.50 "
"MERCEDES-BENZ"	"E-Class Coupé Model Year 2012"	"E 250 with 18 inch & 19 inch rear wheels ECO Start/Stop"	"Automatic"	"A7"	1796	"Petrol"	" 31.00 "	" 49.60 "	" 40.90 "	" 161.00 "	" £1,853.97 "	" G "	" £170.00 "	" £93.50 "
"MERCEDES-BENZ"	"E-Class Coupé Model Year 2012"	"E 350 CDI with 17 inch rear wheels"	"Automatic"	"A7"	2987	"Diesel"	" 38.70 "	" 57.60 "	" 47.10 "	" 154.00 "	" £1,702.58 "	" G "	" £170.00 "	" £93.50 "
"MERCEDES-BENZ"	"E-Class Coupé Model Year 2012"	"E 350 CDI with 18 inch & 19 inch rear wheels"	"Automatic"	"A7"	2987	"Diesel"	" 37.70 "	" 54.30 "	" 46.30 "	" 157.00 "	" £1,732.00 "	" G "	" £170.00 "	" £93.50 "
"MERCEDES-BENZ"	"E-Class Coupé Model Year 2012"	"E 350 with 17 inch rear wheels ECO Start/Stop"	"Automatic"	"A7"	3498	"Petrol"	" 29.10 "	" 52.30 "	" 40.40 "	" 164.00 "	" £1,876.91 "	" G "	" £170.00 "	" £93.50 "
"MERCEDES-BENZ"	"E-Class Coupé Model Year 2012"	"E 350 with 18 inch & 19 inch rear wheels ECO Start/Stop"	"Automatic"	"A7"	3498	"Petrol"	" 28.80 "	" 50.40 "	" 39.20 "	" 167.00 "	" £1,934.37 "	" H "	" £195.00 "	" £107.25 "
"MERCEDES-BENZ"	"E-Class Coupé Model Year 2012"	"E 500 with 18 inch & 19 inch rear wheels"	"Automatic"	"A7"	4663	"Petrol"	" 22.20 "	" 41.50 "	" 31.70 "	" 209.00 "	" £2,392.03 "	" K "	" £270.00 "	" £148.50 "
"MERCEDES-BENZ"	"E-Class Estate Model Year 2012"	"E 200 with 16 inch rear wheels ECO Start/Stop"	"Automatic"	"A7"	1796	"Petrol"	" 31.70 "	" 51.40 "	" 41.50 "	" 159.00 "	" £1,827.16 "	" G "	" £170.00 "	" £93.50 "
"MERCEDES-BENZ"	"E-Class Estate Model Year 2012"	"E 200 with 17 inch & 18 inch rear wheels ECO Start/Stop"	"Manual"	"M6"	1796	"Petrol"	" 28.00 "	" 44.80 "	" 37.20 "	" 178.00 "	" £2,038.37 "	" I "	" £215.00 "	" £118.25 "
"MERCEDES-BENZ"	"E-Class Estate Model Year 2012"	"E 200 with 17 inch rear wheels ECO Start/Stop"	"Automatic"	"A7"	1796	"Petrol"	" 31.00 "	" 49.60 "	" 40.40 "	" 162.00 "	" £1,876.91 "	" G "	" £170.00 "	" £93.50 "
"MERCEDES-BENZ"	"E-Class Estate Model Year 2012"	"E 200 with 18 inch & 19 inch rear wheels ECO Start/Stop"	"Automatic"	"A7"	1796	"Petrol"	" 31.00 "	" 49.60 "	" 40.40 "	" 163.00 "	" £1,876.91 "	" G "	" £170.00 "	" £93.50 "
"MERCEDES-BENZ"	"E-Class Estate Model Year 2012"	"E 220 CDI with 16 inch rear wheels ECO Start/Stop"	"Manual"	"M6"	2143	"Diesel"	" 43.50 "	" 64.20 "	" 54.30 "	" 136.00 "	" £1,476.82 "	" E "	" £120.00 "	" £66.00 "
"MERCEDES-BENZ"	"E-Class Estate Model Year 2012"	"E 220 CDI with 16 inch rear wheels ECO Start/Stop"	"Automatic"	"A7"	2143	"Diesel"	" 44.10 "	" 61.40 "	" 53.30 "	" 139.00 "	" £1,504.53 "	" E "	" £120.00 "	" £66.00 "
"MERCEDES-BENZ"	"E-Class Estate Model Year 2012"	"E 220 CDI with 17 inch rear wheels ECO Start/Stop"	"Manual"	"M6"	2143	"Diesel"	" 42.80 "	" 62.80 "	" 53.30 "	" 139.00 "	" £1,504.53 "	" E "	" £120.00 "	" £66.00 "
"MERCEDES-BENZ"	"E-Class Estate Model Year 2012"	"E 220 CDI with 17 inch rear wheels ECO Start/Stop"	"Automatic"	"A7"	2143	"Diesel"	" 42.80 "	" 58.90 "	" 51.40 "	" 142.00 "	" £1,560.14 "	" F "	" £135.00 "	" £74.25 "
"MERCEDES-BENZ"	"E-Class Estate Model Year 2012"	"E 220 CDI with 18 inch & 19 inch rear wheels ECO Start/Stop"	"Automatic"	"A7"	2143	"Diesel"	" 42.80 "	" 58.90 "	" 51.40 "	" 143.00 "	" £1,560.14 "	" F "	" £135.00 "	" £74.25 "
"MERCEDES-BENZ"	"E-Class Estate Model Year 2012"	"E 220 CDI with 18 inch and 19 inch rear wheels ECO Start/Stop"	"Manual"	"M6"	2143	"Diesel"	" 42.80 "	" 61.40 "	" 52.30 "	" 141.00 "	" £1,533.30 "	" F "	" £135.00 "	" £74.25 "
"MERCEDES-BENZ"	"E-Class Estate Model Year 2012"	"E 250 CDI with 16 inch rear wheels ECO Start/Stop"	"Manual"	"M6"	2143	"Diesel"	" 43.50 "	" 64.20 "	" 54.30 "	" 136.00 "	" £1,476.82 "	" E "	" £120.00 "	" £66.00 "
"MERCEDES-BENZ"	"E-Class Estate Model Year 2012"	"E 250 CDI with 16 inch rear wheels ECO Start/Stop"	"Automatic"	"A7"	2143	"Diesel"	" 44.10 "	" 61.40 "	" 53.30 "	" 139.00 "	" £1,504.53 "	" E "	" £120.00 "	" £66.00 "
"MERCEDES-BENZ"	"E-Class Estate Model Year 2012"	"E 250 CDI with 17 inch rear wheels ECO Start/Stop"	"Manual"	"M6"	2143	"Diesel"	" 42.80 "	" 62.80 "	" 53.30 "	" 139.00 "	" £1,504.53 "	" E "	" £120.00 "	" £66.00 "
"MERCEDES-BENZ"	"E-Class Estate Model Year 2012"	"E 250 CDI with 17 inch rear wheels ECO Start/Stop"	"Automatic"	"A7"	2143	"Diesel"	" 42.80 "	" 58.90 "	" 51.40 "	" 142.00 "	" £1,560.14 "	" F "	" £135.00 "	" £74.25 "
"MERCEDES-BENZ"	"E-Class Estate Model Year 2012"	"E 250 CDI with 18 inch & 19 inch rear wheels ECO Start/Stop"	"Manual"	"M6"	2143	"Diesel"	" 42.80 "	" 61.40 "	" 52.30 "	" 141.00 "	" £1,533.30 "	" F "	" £135.00 "	" £74.25 "
"MERCEDES-BENZ"	"E-Class Estate Model Year 2012"	"E 250 CDI with 18 inch & 19 inch rear wheels ECO Start/Stop"	"Automatic"	"A7"	2143	"Diesel"	" 42.80 "	" 58.90 "	" 51.40 "	" 143.00 "	" £1,560.14 "	" F "	" £135.00 "	" £74.25 "
"MERCEDES-BENZ"	"E-Class Estate Model Year 2012"	"E 250 with 16 inch rear wheels ECO Start/Stop"	"Automatic"	"A7"	1796	"Petrol"	" 31.70 "	" 51.40 "	" 41.50 "	" 159.00 "	" £1,827.16 "	" G "	" £170.00 "	" £93.50 "
"MERCEDES-BENZ"	"E-Class Estate Model Year 2012"	"E 250 with 17 inch rear wheels ECO Start/Stop"	"Automatic"	"A7"	1796	"Petrol"	" 31.00 "	" 49.60 "	" 40.40 "	" 162.00 "	" £1,876.91 "	" G "	" £170.00 "	" £93.50 "
"MERCEDES-BENZ"	"E-Class Estate Model Year 2012"	"E 250 with 18 inch & 19 inch rear wheels ECO Start/Stop"	"Automatic"	"A7"	1796	"Petrol"	" 31.00 "	" 49.60 "	" 40.40 "	" 163.00 "	" £1,876.91 "	" G "	" £170.00 "	" £93.50 "
"MERCEDES-BENZ"	"E-Class Estate Model Year 2012"	"E 350 CDI with 17 inch rear wheels"	"Automatic"	"A7"	2987	"Diesel"	" 34.90 "	" 51.40 "	" 44.10 "	" 170.00 "	" £1,818.40 "	" H "	" £195.00 "	" £107.25 "
"MERCEDES-BENZ"	"E-Class Estate Model Year 2012"	"E 350 CDI with 17 inch rear wheels ECO Start/Stop"	"Automatic"	"A7"	2987	"Diesel"	" 37.20 "	" 51.40 "	" 44.80 "	" 166.00 "	" £1,789.99 "	" H "	" £195.00 "	" £107.25 "
"MERCEDES-BENZ"	"E-Class Estate Model Year 2012"	"E 350 CDI with 18 inch & 19 inch rear wheels"	"Automatic"	"A7"	2987	"Diesel"	" 34.90 "	" 50.40 "	" 43.50 "	" 171.00 "	" £1,843.48 "	" H "	" £195.00 "	" £107.25 "
"MERCEDES-BENZ"	"E-Class Estate Model Year 2012"	"E 350 CDI with 18 inch & 19 inch rear wheels ECO Start/Stop"	"Automatic"	"A7"	2987	"Diesel"	" 37.20 "	" 49.60 "	" 44.10 "	" 169.00 "	" £1,818.40 "	" H "	" £195.00 "	" £107.25 "
"MERCEDES-BENZ"	"E-Class Estate Model Year 2012"	"E 350 CGI with 17 inch rear wheels"	"Automatic"	"A7"	3498	"Petrol"	" 22.20 "	" 42.80 "	" 32.10 "	" 206.00 "	" £2,362.22 "	" K "	" £270.00 "	" £148.50 "
"MERCEDES-BENZ"	"E-Class Estate Model Year 2012"	"E 350 CGI with 18 inch rear wheels"	"Automatic"	"A7"	3498	"Petrol"	" 22.10 "	" 42.80 "	" 31.70 "	" 208.00 "	" £2,392.03 "	" K "	" £270.00 "	" £148.50 "
"MERCEDES-BENZ"	"E-Class Estate Model Year 2012"	"E 350 with 17 inch rear wheels ECO Start/Stop"	"Automatic"	"A7"	3498	"Petrol"	" 29.10 "	" 48.70 "	" 39.20 "	" 168.00 "	" £1,934.37 "	" H "	" £195.00 "	" £107.25 "
"MERCEDES-BENZ"	"E-Class Estate Model Year 2012"	"E 350 with 18 inch & 19 inch rear wheels ECO Start/Stop"	"Automatic"	"A7"	3498	"Petrol"	" 29.10 "	" 48.70 "	" 39.20 "	" 169.00 "	" £1,934.37 "	" H "	" £195.00 "	" £107.25 "
"MERCEDES-BENZ"	"E-Class Estate Model Year 2012"	"E 63 AMG with 18 inch and 19 inch rear wheels"	"Automatic"	"A7"	5461	"Petrol"	" 20.30 "	" 36.20 "	" 28.20 "	" 234.00 "	" £2,688.91 "	" L "	" £460.00 "	" £253.00 "
"MERCEDES-BENZ"	"E-Class Saloon Model Year 2012"	"E 200 CDI with 16 inch rear wheels ECO Start/Stop"	"Automatic"	"A7"	2143	"Diesel"	" 44.80 "	" 64.20 "	" 55.40 "	" 134.00 "	" £1,447.50 "	" E "	" £120.00 "	" £66.00 "
"MERCEDES-BENZ"	"E-Class Saloon Model Year 2012"	"E 200 CDI with 16 inch rear wheels ECO Start/Stop"	"Manual"	"M6"	2143	"Diesel"	" 44.80 "	" 64.20 "	" 55.40 "	" 134.00 "	" £1,447.50 "	" E "	" £120.00 "	" £66.00 "
"MERCEDES-BENZ"	"E-Class Saloon Model Year 2012"	"E 200 CDI with 17 inch rear wheels ECO Start/Stop"	"Automatic"	"A7"	2143	"Diesel"	" 44.10 "	" 62.80 "	" 54.30 "	" 136.00 "	" £1,476.82 "	" E "	" £120.00 "	" £66.00 "
"MERCEDES-BENZ"	"E-Class Saloon Model Year 2012"	"E 200 CDI with 17 inch rear wheels ECO Start/Stop"	"Manual"	"M6"	2143	"Diesel"	" 44.10 "	" 62.80 "	" 54.30 "	" 136.00 "	" £1,476.82 "	" E "	" £120.00 "	" £66.00 "
"MERCEDES-BENZ"	"E-Class Saloon Model Year 2012"	"E 200 CDI with 18 & 19 inch rear wheels ECO Start/Stop"	"Automatic"	"A7"	2143	"Diesel"	" 43.50 "	" 60.10 "	" 52.30 "	" 141.00 "	" £1,533.30 "	" F "	" £135.00 "	" £74.25 "
"MERCEDES-BENZ"	"E-Class Saloon Model Year 2012"	"E 200 CDI with 18 inch & 19 inch rear wheels ECO Start Stop"	"Manual"	"M6"	2143	"Diesel"	" 43.50 "	" 60.10 "	" 52.30 "	" 141.00 "	" £1,533.30 "	" F "	" £135.00 "	" £74.25 "
"MERCEDES-BENZ"	"E-Class Saloon Model Year 2012"	"E 200 with 16 inch rear wheels ECO Start/Stop"	"Automatic"	"A7"	1796	"Petrol"	" 32.10 "	" 54.30 "	" 43.50 "	" 152.00 "	" £1,743.16 "	" G "	" £170.00 "	" £93.50 "
"MERCEDES-BENZ"	"E-Class Saloon Model Year 2012"	"E 200 with 16 inch rear wheels ECO Start/Stop"	"Manual"	"M6"	1796	"Petrol"	" 28.80 "	" 50.40 "	" 39.80 "	" 165.00 "	" £1,905.21 "	" G "	" £170.00 "	" £93.50 "
"MERCEDES-BENZ"	"E-Class Saloon Model Year 2012"	"E 200 with 17 inch rear wheels ECO Start/Stop"	"Automatic"	"A7"	1796	"Petrol"	" 31.70 "	" 53.30 "	" 42.80 "	" 155.00 "	" £1,771.67 "	" G "	" £170.00 "	" £93.50 "
"MERCEDES-BENZ"	"E-Class Saloon Model Year 2012"	"E 200 with 17 inch rear wheels ECO Start/Stop"	"Manual"	"M6"	1796	"Petrol"	" 28.50 "	" 49.60 "	" 39.20 "	" 168.00 "	" £1,934.37 "	" H "	" £195.00 "	" £107.25 "
"MERCEDES-BENZ"	"E-Class Saloon Model Year 2012"	"E 200 with 18 & 19 inch rear wheels ECO Start/Stop"	"Manual"	"M6"	1796	"Petrol"	" 28.20 "	" 47.90 "	" 38.20 "	" 172.00 "	" £1,985.01 "	" H "	" £195.00 "	" £107.25 "
"MERCEDES-BENZ"	"E-Class Saloon Model Year 2012"	"E 200 with 18 inch & 19 inch rear wheels ECO Start/Stop"	"Automatic"	"A7"	1796	"Petrol"	" 31.00 "	" 50.40 "	" 40.90 "	" 160.00 "	" £1,853.97 "	" G "	" £170.00 "	" £93.50 "
"MERCEDES-BENZ"	"E-Class Saloon Model Year 2012"	"E 220 CDI with 16 inch rear wheels ECO Start/Stop"	"Automatic"	"A7"	2143	"Diesel"	" 45.60 "	" 67.30 "	" 57.60 "	" 129.00 "	" £1,392.21 "	" D "	" £100.00 "	" £55.00 "
"MERCEDES-BENZ"	"E-Class Saloon Model Year 2012"	"E 220 CDI with 16 inch rear wheels ECO Start/Stop"	"Manual"	"M6"	2143	"Diesel"	" 45.60 "	" 67.30 "	" 56.50 "	" 130.00 "	" £1,419.32 "	" D "	" £100.00 "	" £55.00 "
